nct_id,title,status,phase,enrollment,start_date,completion_date,enrollment_rate_monthly,enrollment_rate_tier,enrollment_success_pct,success_tier,status_success_score,composite_success_score,success_percentile
NCT01936389,A Prospective Study to Assess the Hypotensive Efficacy of Rho-Kinase Inhibitor AR-12286 Ophthalmic Solution 0.5% and 0.7% in Patients With Exfoliation Syndrome and Ocular Hypertension or Glaucoma,COMPLETED,PHASE2,10.0,2013-09-01,2014-10-01,0.7706329113924052,Slow (<1/month),7.706329113924052,Significantly Below (<50%),100,45.8,33.03
NCT04302389,Single Arm Trial of a Multi-component Commercial Digital Weight Loss Program,COMPLETED,NA,153.0,2021-02-10,2021-11-01,17.641363636363636,Good (10-50/month),176.41363636363636,Exceeded (≥100%),100,67.2,79.94
NCT04039789,Impact of Physical Activity as a Coadjuvant Treatment in the Healing of Venous Ulcers in Primary Health Care.,COMPLETED,NA,44.0,2021-05-17,2023-12-31,1.398079331941545,Adequate (1-10/month),13.980793319415449,Significantly Below (<50%),100,48.5,44.47
NCT04908189,A Study to Determine the Efficacy and Safety of Deucravacitinib Compared With Placebo in Participants With Active Psoriatic Arthritis (PsA) Who Are Naïve to Biologic Disease Modifying Anti-rheumatic Drugs or Had Previously Received TNFα Inhibitor Treatment,ACTIVE_NOT_RECRUITING,PHASE3,729.0,2021-07-15,2026-11-12,11.403268242548819,Good (10-50/month),114.03268242548819,Exceeded (≥100%),85,90.5,93.4
NCT03946189,Comparison of the PaO2/FiO2 Ratio to Other Oxygenation Indexes for the Classification of Severity of Acute Respiratory Distress Syndrome,COMPLETED,,150.0,2018-03-14,2019-05-01,11.055690072639225,Good (10-50/month),110.55690072639226,Exceeded (≥100%),100,65.3,78.32000000000001
NCT06365489,"Comparison of Brachial Wrist Index Before and After Implantation of Arteriovenous Fistulas, Based on Brachial Artery",COMPLETED,,78.0,2022-12-11,2024-09-15,3.686832298136646,Adequate (1-10/month),36.86832298136646,Significantly Below (<50%),100,54.6,60.39
NCT00281489,Study Evaluating Ways of Preventing Patients From Being Awake During High-Risk Surgery and Anesthesia,COMPLETED,PHASE2,2000.0,2005-08-01,,,Slow (<1/month),,Significantly Below (<50%),100,80.0,87.67
NCT03077789,Prospective Study of the Diagnostic and Therapeutic Management of Congenital Glaucoma in France,COMPLETED,NA,250.0,2013-04-01,2021-11-01,2.4266581632653064,Adequate (1-10/month),24.266581632653065,Significantly Below (<50%),100,70.0,81.89999999999999
NCT00094289,Interactions Between Cocaine and Ethanol and Disulfiram - 1,UNKNOWN,PHASE1,16.0,2004-08-01,2005-07-01,1.4582035928143713,Adequate (1-10/month),14.58203592814371,Significantly Below (<50%),50,31.3,10.299999999999999
NCT05814289,"The Association of Telephone Head Tilt With Cervical, Thoracic, and Lumbar Spine Mobility and Disorders in Young Adults",COMPLETED,NA,40.0,2023-04-01,2024-07-01,2.664332603938731,Adequate (1-10/month),26.64332603938731,Significantly Below (<50%),100,53.2,56.665
NCT02826889,Assessing the Diagnostic Accuracy of Corrected Flow Time (FTc) and Pleth Variability Index (PVI) as Predictors of Fluid Responsiveness in Patients in the Prone Position Using the Jackson Table,COMPLETED,NA,58.0,2016-05-24,2017-07-27,4.1154312354312355,Adequate (1-10/month),41.15431235431235,Significantly Below (<50%),100,54.6,60.39
NCT07028489,Prospective External Control Cohort In Patients With Newly Diagnosed Advanced or Metastatic EGFR Mutant Non-Small Cell Lung Cancer,RECRUITING,,130.0,2025-06-05,2029-04-01,2.8346704871060173,Adequate (1-10/month),28.346704871060176,Significantly Below (<50%),60,46.7,37.895
NCT04282889,Rotational Thromboelastometry (ROTEM) TRUE-NATEM Reference Value Validation in Liver Transplantation,COMPLETED,,40.0,2020-10-06,2021-02-01,10.31864406779661,Good (10-50/month),103.18644067796612,Exceeded (≥100%),100,56.5,65.18
NCT04666389,The Role of Statins in the Prevention of Contrast-induced Acute Kidney Injury in Patients With Cardiovascular Diseases,COMPLETED,NA,150.0,2020-10-15,2023-01-10,5.588739290085679,Adequate (1-10/month),55.88739290085679,Below (50-75%),100,62.0,74.42
NCT07097389,In Vivo Human Study on Commercial Cellobiose as a Potential Prebiotic Candidate,COMPLETED,NA,37.0,2024-07-31,2025-06-01,3.69272131147541,Adequate (1-10/month),36.9272131147541,Significantly Below (<50%),100,53.0,55.80500000000001
NCT02312089,GnRHa for Luteal Phase Support in GnRH Antagonist Protocol Cycles,UNKNOWN,PHASE4,200.0,2016-08-07,2024-12-31,1.9843546284224252,Adequate (1-10/month),19.84354628422425,Significantly Below (<50%),50,51.0,49.714999999999996
NCT01615289,Neural Effects of Green Tea Extract on Dorsolateral Prefrontal Cortex,COMPLETED,NA,12.0,2010-07-01,2012-01-01,0.6653551912568307,Slow (<1/month),6.6535519125683065,Significantly Below (<50%),100,46.0,34.1
NCT01369368,Treatment of Acute Leukemia Relapse After Allotransplantation,UNKNOWN,PHASE1,20.0,2013-08-01,2020-10-01,0.23254392666157372,Slow (<1/month),2.3254392666157373,Significantly Below (<50%),50,31.6,10.905
NCT01427868,Bioequivalence of LB80380 Free Base and Maleate Salt Tablets,COMPLETED,PHASE1,32.0,2010-09-01,2010-12-01,10.704175824175824,Good (10-50/month),107.04175824175823,Exceeded (≥100%),100,57.6,67.36999999999999
NCT05421468,Timing of Thyroxine Dose In Ramadan,UNKNOWN,NA,250.0,2022-03-14,2022-10-30,33.08695652173913,Good (10-50/month),200.0,Exceeded (≥100%),50,60.0,71.97
NCT03240068,Angiotensin-(1-7) in Peripheral Arterial Disease,TERMINATED,EARLY_PHASE1,6.0,2017-09-01,2020-03-09,0.1985217391304348,Slow (<1/month),1.9852173913043478,Significantly Below (<50%),10,18.5,4.02
NCT06347068,Study of Autologous CAR-T Cells Targeting B7-H3 in TNBC iC9-CAR.B7-H3 T Cells,RECRUITING,PHASE1,42.0,2024-06-27,2028-05-01,0.9105982905982907,Slow (<1/month),9.105982905982907,Significantly Below (<50%),60,36.4,17.14
NCT00607568,Atomoxetine Effects in Humans,COMPLETED,PHASE1,10.0,2006-06-01,2009-09-01,0.25622895622895625,Slow (<1/month),2.5622895622895623,Significantly Below (<50%),100,45.8,33.03
NCT01507168,A Study of GC33 (RO5137382) in Patients With Advanced or Metastatic Hepatocellular Carcinoma,COMPLETED,PHASE2,185.0,2012-02-02,2015-08-20,4.348571428571429,Adequate (1-10/month),43.48571428571429,Significantly Below (<50%),100,64.8,77.865
NCT02551068,High Oxygen Delivery to Preserve Exercise Capacity in Idiopathic Pulmonary Fibrosis Patients Treated With Nintedanib,RECRUITING,NA,88.0,2015-12-01,2026-12-01,0.6666799402687905,Slow (<1/month),6.666799402687906,Significantly Below (<50%),60,40.0,21.87
NCT00043368,PF-3512676 (CPG 7909) Injection For Patients Who Completed An Oncology Study Using PF-3512676 (CPG 7909),COMPLETED,PHASE2,31.0,2002-09-01,2007-06-01,0.5441983852364476,Slow (<1/month),5.4419838523644755,Significantly Below (<50%),100,47.5,41.415
NCT06324968,Ro60 Expression in Macrophages in Sjogren's Disease,ACTIVE_NOT_RECRUITING,NA,20.0,2024-02-09,2025-05-09,1.338021978021978,Adequate (1-10/month),13.380219780219782,Significantly Below (<50%),85,42.1,25.019999999999996
NCT00218868,Cytodiagnosis of Basal Cell Carcinoma and Actinic Keratosis Using Papanicolaou and May-grunwald-giemsa Stained Tissue Smear,COMPLETED,,66.0,2000-01-01,2007-11-01,0.7022160083886754,Slow (<1/month),7.022160083886753,Significantly Below (<50%),100,48.6,44.685
NCT05227768,Safety and Pharmacokinetics Study of Single Ascending Doses of VV116 in Healthy Volunteers,COMPLETED,PHASE1,38.0,2021-11-11,2022-01-13,18.36063492063492,Good (10-50/month),183.6063492063492,Exceeded (≥100%),100,58.0,68.245
NCT01101568,A Study to Investigate the Interaction of GSK1292263 With Rosuvastatin and Simvastatin in Healthy Subjects,COMPLETED,PHASE1,28.0,2010-04-14,2010-06-24,12.004507042253522,Good (10-50/month),120.0450704225352,Exceeded (≥100%),100,57.2,66.465
NCT03071068,A Study to Evaluate the Safety and Efficacy of THR-317 for the Treatment of Diabetic Macular Oedema (DME),COMPLETED,PHASE2,49.0,2016-12-22,2018-04-01,3.2076559139784946,Adequate (1-10/month),32.07655913978494,Significantly Below (<50%),100,53.9,58.34
NCT03095768,Lifestyle Education and Nutrition Demonstration,COMPLETED,NA,37.0,2017-04-13,2017-06-15,17.877460317460315,Good (10-50/month),178.77460317460316,Exceeded (≥100%),100,58.0,68.245
NCT06951568,Study of the Effect of Peripheral Somatosensory Stimulation on the Functionality of Patients With Cerebral Palsy and Reduced Mobility,RECRUITING,NA,20.0,2025-05-02,2025-09-30,4.031788079470199,Adequate (1-10/month),40.317880794701985,Significantly Below (<50%),60,39.6,21.115000000000002
NCT05642468,Safety and Tolerability of A3907 in Primary Sclerosing Cholangitis,COMPLETED,PHASE2,18.0,2023-01-09,2025-07-10,0.60013143483023,Slow (<1/month),6.001314348302301,Significantly Below (<50%),100,46.4,36.26
NCT00169468,Association of Velcade to R-CHOP in the Treatment of B Cell Lymphoma,COMPLETED,PHASE2,48.0,2005-01-01,2006-01-01,4.0030684931506855,Adequate (1-10/month),40.030684931506855,Significantly Below (<50%),100,53.8,58.065
NCT04101968,The GBA Multimodal Study in Parkinson's Disease,RECRUITING,,25.0,2019-05-01,2025-12-30,0.3125256673511294,Slow (<1/month),3.1252566735112937,Significantly Below (<50%),60,33.3,13.200000000000001
NCT02826668,Influence of Lumbar Ultrasound on Resident Learning Curve for Lateral Labor Epidural Placement,TERMINATED,NA,28.0,2014-06-01,2021-03-01,0.3457687626774848,Slow (<1/month),3.4576876267748484,Significantly Below (<50%),10,20.2,5.845000000000001
NCT06990568,Impact of Probiotics on Antibiotic-associated Diarrhea in Community-acquired Pneumonia,NOT_YET_RECRUITING,PHASE4,100.0,2025-06-01,2026-12-31,5.26643598615917,Adequate (1-10/month),52.664359861591706,Below (50-75%),30,37.0,17.955
NCT03403868,Right Ventricular Haemodynamic Evaluation and Response to Treatment,UNKNOWN,NA,100.0,2016-01-01,2021-12-01,1.4086071263304025,Adequate (1-10/month),14.086071263304026,Significantly Below (<50%),50,38.0,19.255
NCT00732368,A Long-term Study of Mometasone Furoate in Patients With Perennial Allergic Rhinitis (Study P04459),COMPLETED,PHASE3,98.0,2005-05-01,2006-01-01,12.176,Good (10-50/month),121.76,Exceeded (≥100%),100,62.8,75.53999999999999
NCT05736068,Is Casting of Displaced Pediatric Distal Forearm Fractures Non-inferior to Reduction in General Anesthesia?,ACTIVE_NOT_RECRUITING,NA,40.0,2023-09-07,2026-01-01,1.4375442739079103,Adequate (1-10/month),14.375442739079103,Significantly Below (<50%),85,43.7,27.744999999999997
NCT03992768,Feature Detection Study for Validation of Hamamatsu NanoZoomer S360MD Digital Slide Scanner System,COMPLETED,NA,540.0,2019-06-12,2021-09-30,19.545303210463732,Good (10-50/month),195.45303210463732,Exceeded (≥100%),100,95.0,95.7
NCT02146768,Low-dose-contrast Cardiac Computed Tomography,COMPLETED,,142.0,2014-01-01,,,Slow (<1/month),,Significantly Below (<50%),100,49.7,46.949999999999996
NCT02161068,Clinical Care of Autosomal Polycystic Kidney Disease: Retrospective Analysis and Prospective PKD Genotyping,COMPLETED,,79.0,2013-12-01,2021-11-01,0.8315214384508991,Slow (<1/month),8.315214384508991,Significantly Below (<50%),100,49.7,46.949999999999996
NCT02829268,A Clinical Trial of Dantrolene Sodium in Pediatric and Adult Patients With Wolfram Syndrome,COMPLETED,PHASE1,21.0,2017-01-01,2023-02-01,0.2876867686768677,Slow (<1/month),2.876867686768677,Significantly Below (<50%),100,46.7,37.895
NCT01115868,Prevascar in African Continental Group Scarring,UNKNOWN,PHASE1,56.0,2010-04-01,2012-08-01,1.9984056271981243,Adequate (1-10/month),19.984056271981242,Significantly Below (<50%),50,39.5,21.044999999999998
NCT00409968,BATTLE Program: Umbrella Protocol for Patients With Non-Small Cell Lung Cancer (NSCLC),COMPLETED,,341.0,2006-11-27,2019-10-31,2.1986951916966744,Adequate (1-10/month),21.986951916966742,Significantly Below (<50%),100,75.6,84.735
NCT06194968,"Treatment of Acute Ischemic StroKe With Intravenous UroKinase Real-world Research: a Multicenter, Prospective Study",RECRUITING,,1800.0,2023-12-30,2026-12-01,51.3514526710403,Excellent (>50/month),200.0,Exceeded (≥100%),60,86.3,91.725
NCT04272268,Feasibility and Safety of Using Nasal High Flow Oxygen Postoperatively to Reduce Respiratory Complications,WITHDRAWN,,0.0,2019-10-01,2020-03-31,,Slow (<1/month),0.0,Significantly Below (<50%),5,13.2,0.6
NCT05668468,A Bifido Bacteria to Improve Lactose Digestion and Tolerance,UNKNOWN,NA,35.0,2022-05-01,2024-05-01,1.4574555403556773,Adequate (1-10/month),14.574555403556774,Significantly Below (<50%),50,32.8,12.425
NCT00153868,A Web-based Study of Quality of Life Benefits Associated Aranesp in Anemic Patients With Cancer,COMPLETED,PHASE4,43.0,2003-10-01,2007-08-17,0.9243785310734464,Slow (<1/month),9.243785310734463,Significantly Below (<50%),100,48.4,44.22
NCT03835468,The Role of the Microbiota-gut-brain Axis in Brain Development and Mental Health,UNKNOWN,NA,120.0,2019-02-01,2023-03-01,2.4531900604432506,Adequate (1-10/month),24.531900604432508,Significantly Below (<50%),50,44.6,29.42
NCT00905450,Evaluation of BOL-303242-X Versus Vehicle for the Treatment of Inflammation Following Cataract Surgery,COMPLETED,PHASE2,415.0,2009-06-01,2010-05-01,37.82215568862276,Good (10-50/month),200.0,Exceeded (≥100%),100,88.2,92.62
NCT06963450,NeoSCB App for Screening Jaundice in Newborns,RECRUITING,,405.0,2025-09-23,2027-03-31,22.253068592057762,Good (10-50/month),200.0,Exceeded (≥100%),60,73.7,83.825
NCT06173050,PAP Systems Internal Clinical Studies (ICS),NOT_YET_RECRUITING,NA,30.0,2024-10-01,2029-12-01,0.4839427662957075,Slow (<1/month),4.839427662957075,Significantly Below (<50%),30,26.4,7.865
NCT00936650,A Study to Assess the Efficacy and Safety of Twice-Daily Dose Regimens of an Oral Calcimimetic Agent AMG 073 (Cinacalcet) in Primary Hyperparathyroidism (PHPT),COMPLETED,PHASE2,78.0,1999-11-01,2001-06-01,4.107820069204153,Adequate (1-10/month),41.07820069204153,Significantly Below (<50%),100,56.2,64.21
NCT04415450,Effect of Nutrition Education on Knowledge and Healthy Dietary Practice Among Pregnant Women,COMPLETED,NA,226.0,2018-08-31,2018-09-24,226.0,Excellent (>50/month),200.0,Exceeded (≥100%),100,78.1,86.195
NCT01730950,Bevacizumab With or Without Radiation Therapy in Treating Patients With Recurrent Glioblastoma,COMPLETED,PHASE2,182.0,2012-12-20,2022-12-22,1.5161685823754791,Adequate (1-10/month),15.161685823754793,Significantly Below (<50%),100,59.6,71.17999999999999
NCT02590250,A Safety and Efficacy Study of BOTOX® (Botulinum Toxin Type A) in Patients With Urinary Incontinence Due to Neurogenic Detrusor Overactivity or Overactive Bladder in India,COMPLETED,,250.0,2015-12-16,2017-08-07,12.683333333333334,Good (10-50/month),126.83333333333333,Exceeded (≥100%),100,73.3,83.61
NCT05766150,Oral Microbioma and Oral Malignant Disease,UNKNOWN,,300.0,2021-12-01,2024-12-01,8.332116788321168,Adequate (1-10/month),83.32116788321167,Met (75-100%),50,57.3,66.74
NCT01434550,Phase II Study of First-line SBRT in Patients With Non-Metastatic Unresectable Pancreatic Cancer,WITHDRAWN,NA,0.0,2012-03-01,2015-08-01,,Slow (<1/month),0.0,Significantly Below (<50%),5,14.8,1.6650000000000003
NCT07235150,A Study to Learn How Different Amounts of the Study Medicine Called PF-07985631 Are Tolerated and Act in the Body in Healthy Adults,RECRUITING,PHASE1,76.0,2025-12-11,2027-07-27,3.9012478920741995,Adequate (1-10/month),39.01247892074199,Significantly Below (<50%),60,44.1,28.425
NCT02261350,Post-hospitalisation Nutritional Support and Gait Speed in COPD,TERMINATED,PHASE3,22.0,2014-01-01,2015-09-01,1.1014473684210526,Adequate (1-10/month),11.014473684210527,Significantly Below (<50%),10,19.8,5.465
NCT01533350,Receptivity Assessment of Homogeneous Endometrium in Late Follicle Phase,COMPLETED,,28.0,2010-09-01,2012-01-01,1.7501437371663244,Adequate (1-10/month),17.501437371663243,Significantly Below (<50%),100,50.6,48.705
NCT00661050,"Treatment of Interstitial Cystitis/Painful Bladder Syndrome Using Alternative Techniques: Exercise, Meditation, Tai Chi",WITHDRAWN,,0.0,2008-04-01,2008-12-01,,Slow (<1/month),0.0,Significantly Below (<50%),5,13.2,0.6
NCT04635150,National Evaluation of the Close Collaboration With Parents Training,COMPLETED,NA,768.0,2012-05-30,2018-09-30,10.102817631806396,Good (10-50/month),101.02817631806396,Exceeded (≥100%),100,95.0,95.7
NCT02380950,Effect of Moderate Alcohol Consumption to Cognitive Functioning After Roux-en Y Gastric Bypass,COMPLETED,NA,28.0,2013-06-01,,,Slow (<1/month),,Significantly Below (<50%),100,42.2,25.155
NCT00778050,Bioequivalence Study of Amoxicillin Dispersible 600 mg Tablets Under Fasting Conditions,COMPLETED,NA,26.0,2002-10-01,2002-12-01,12.974426229508197,Good (10-50/month),129.74426229508197,Exceeded (≥100%),100,57.1,66.27
NCT05172050,"Multicenter Double Blind, Parallel-group Phase 2/3 Trial, to Study Raloxifene in Adult COVID-19 Patients.",COMPLETED,PHASE2,61.0,2021-01-22,2021-06-12,13.169078014184397,Good (10-50/month),131.69078014184396,Exceeded (≥100%),100,59.9,71.86
NCT07010991,Effectiveness of Artificial Intelligence Based Educational Approach in Developing Clinical Reasoning Skills,RECRUITING,NA,40.0,2025-05-14,2025-09-10,10.231932773109245,Good (10-50/month),102.31932773109244,Exceeded (≥100%),60,46.2,35.089999999999996
NCT01069991,Asthma Self-Management For Adolescents,COMPLETED,PHASE2,345.0,2002-01-01,2007-02-01,5.655250403877221,Adequate (1-10/month),56.55250403877221,Below (50-75%),100,77.6,85.89
NCT05231291,"Association Between Handgrip Strength, Skinfold Thickness and Trunk Strength",COMPLETED,,40.0,2021-11-12,2022-01-05,22.54814814814815,Good (10-50/month),200.0,Exceeded (≥100%),100,56.5,65.18
NCT02949791,HIPEC Using High Intra-abdominal Pressure,COMPLETED,PHASE2,38.0,2014-12-01,2017-11-01,1.0851031894934335,Adequate (1-10/month),10.851031894934335,Significantly Below (<50%),100,48.0,42.945
NCT06301191,The Effect of Semaglutide on Cardiovascular Markers and Liver Function,RECRUITING,,50.0,2022-03-01,2024-05-01,1.9217171717171717,Adequate (1-10/month),19.21717171717172,Significantly Below (<50%),60,40.3,22.21
NCT01961791,Lymph Node Staging System With a Novel Concept for Gastric Cancer: a Hybrid Type of Topographic and Numeric Ones,COMPLETED,,6025.0,2000-01-01,2013-09-01,36.73898237179487,Good (10-50/month),200.0,Exceeded (≥100%),100,93.3,94.325
NCT06347991,Alberta Chiropractic SelfBack Study,RECRUITING,NA,100.0,2024-05-24,2026-03-15,4.612121212121212,Adequate (1-10/month),46.121212121212125,Significantly Below (<50%),60,46.0,34.1
NCT01071291,Effects of Niaspan™ on High-density Lipoprotein (HDL) in Healthy Male Subjects (0000-069),COMPLETED,PHASE1,37.0,2010-02-01,2010-09-01,5.312641509433963,Adequate (1-10/month),53.12641509433963,Below (50-75%),100,53.0,55.80500000000001
NCT06831591,Dubousset Functional Test: An Investigation of Its Validity and Reliability in Children With GMFCS I-II Spastic Cerebral Palsy,COMPLETED,,33.0,2025-01-24,2025-03-01,27.903333333333332,Good (10-50/month),200.0,Exceeded (≥100%),100,56.0,63.71
